latitude,longitude,address,year,bedrooms,full_bth,half_bth,square_foot,res,condo,yr_built,bldg_price,land_price
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,728,0,1,1899,219400,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,788,0,1,1899,276760,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,1032,0,1,1899,264000,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,1734,0,1,1899,349100,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,707,0,1,1899,134000,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,1,1,0,1774,0,1,1899,354200,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,917,0,1,1899,248100,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,826,0,1,1899,234300,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,715,0,1,1899,228400,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,766,0,1,1899,248200,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,1009,0,1,1899,284700,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,761,0,1,1899,134000,0
42.33466,-71.076429,70 -72 NORTHAMPTON ST 02118,2011,0,1,0,707,0,1,1899,174200,0
42.33467,-71.02695,106 104 P ST 02127,2011,6,3,0,1326,1,0,1890,372200,122500
42.33468,-71.04542,496 494 E FOURTH ST 02127,2011,2,1,0,1352,0,1,1994,343800,0
42.33468,-71.04542,496 494 E FOURTH ST 02127,2011,2,1,0,1352,0,1,1994,331900,0
42.33468,-71.04542,496 494 E FOURTH ST 02127,2011,2,1,0,1429,0,1,1994,378800,0
42.33468,-71.04542,496 494 E FOURTH ST 02127,2011,2,1,0,1429,0,1,1994,366200,0
42.33471,-71.04454,514 A514 E FOURTH ST 02127,2011,4,2,0,1456,1,0,1890,202200,131700
42.334725,-71.029329,853 855 E FOURTH ST 02127,2011,3,3,0,1890,1,0,1900,299400,162400
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,2,1,0,885,0,1,1930,247200,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,2,1,0,1015,0,1,1930,270500,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,1,1,0,510,0,1,1930,187300,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,2,1,0,652,0,1,1930,218100,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,1,1,0,558,0,1,1930,202100,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,1,1,0,620,0,1,1930,215300,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,2,1,0,658,0,1,1930,219300,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,2,1,0,658,0,1,1930,219300,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,1,1,0,619,0,1,1930,215100,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,1,1,0,549,0,1,1930,197400,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,2,1,0,658,0,1,1930,219300,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,2,1,0,658,0,1,1930,219300,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,1,1,0,620,0,1,1930,215300,0
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2011,1,1,0,550,0,1,1930,200300,0
42.3348,-71.04318,542 540 E FOURTH ST 02127,2011,6,3,0,2560,1,0,1890,389600,157100
42.33481,-71.04141,582 582A E FOURTH ST 02127,2011,2,1,0,629,0,1,1890,245200,0
42.33481,-71.04141,582 582A E FOURTH ST 02127,2011,2,1,0,651,0,1,1890,243400,0
42.33481,-71.04141,582 582A E FOURTH ST 02127,2011,2,1,0,707,0,1,1890,254500,0
42.33486,-71.04575,349 351 SILVER ST 02127,2011,8,3,0,2208,1,0,1895,278800,150000
42.33498,-71.04821,290 W W FIFTH ST 02127,2011,2,1,0,1016,0,1,1905,303900,0
42.33498,-71.04821,290 W W FIFTH ST 02127,2011,2,2,0,1176,0,1,1905,351100,0
42.33498,-71.04821,290 W W FIFTH ST 02127,2011,2,2,0,1272,0,1,1905,361600,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,383,0,1,1899,151100,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,469,0,1,1899,176900,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,397,0,1,1899,211600,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,503,0,1,1899,251900,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,396,0,1,1899,215800,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,483,0,1,1899,245200,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,398,0,1,1899,216500,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,477,0,1,1899,243200,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,490,0,1,1899,247600,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,482,0,1,1899,226900,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,318,0,1,1899,132900,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,477,0,1,1899,157600,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,0,1,0,335,0,1,1899,169300,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,492,0,1,1899,244800,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,424,0,1,1899,222300,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,502,0,1,1899,248100,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,443,0,1,1899,228600,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,492,0,1,1899,226700,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,481,0,1,1899,241200,0
42.334996,-71.075506,701 -703 MASSACHUSETTS AV 02118,2011,1,1,0,436,0,1,1899,244600,0
42.33503,-71.0286,870 868 E FOURTH ST 02127,2011,6,3,0,1540,1,0,1920,397100,122400
42.335121,-71.054252,111 W EIGHTH ST 02127,2011,3,2,0,898,0,1,2000,282900,0
42.335136,-71.049497,75 77 F ST 02127,2011,6,3,0,1121,1,0,1890,271900,111600
42.33521,-71.0383,186 188 EMERSON ST 02127,2011,5,2,0,1243,1,0,1900,223000,128100
42.335211,-71.045771,104B   DORCHESTER ST 02127,2011,1,1,0,662,0,1,1930,236300,0
42.33522,-71.05083,205 -215 W SIXTH ST 02127,2011,2,2,0,1370,0,1,1989,329000,0
42.33522,-71.05083,205 -215 W SIXTH ST 02127,2011,2,2,0,1400,0,1,1989,332900,0
42.33522,-71.05083,205 -215 W SIXTH ST 02127,2011,2,2,0,1390,0,1,1989,331600,0
42.33522,-71.05083,205 -215 W SIXTH ST 02127,2011,2,2,0,1375,0,1,1989,329700,0
42.33522,-71.05083,205 -215 W SIXTH ST 02127,2011,2,2,0,1395,0,1,1989,332300,0
42.33522,-71.05083,205 -215 W SIXTH ST 02127,2011,2,2,0,1375,0,1,1989,329700,0
42.33522,-71.02637,920 918 E FOURTH ST 02127,2011,6,3,0,8328,1,0,1900,502700,224200
42.335225,-71.045778,104A   DORCHESTER ST 02127,2011,1,1,0,662,0,1,1930,236300,0
42.33523,-71.03838,182 184 EMERSON ST 02127,2011,5,2,0,1415,1,0,1890,243300,133500
42.335232,-71.045752,102B   DORCHESTER ST 02127,2011,1,1,0,720,0,1,1930,248900,0
42.33525,-71.04576,102A   DORCHESTER ST 02127,2011,1,1,0,720,0,1,1930,248900,0
42.335258,-71.036138,739 R E BROADWAY   02127,2011,3,3,0,1250,1,0,1910,281300,125500
42.33526,-71.044412,507B  E BROADWAY02127,2011,3,2,1,1995,0,1,1900,548600,0
42.33526,-71.03622,733 R E BROADWAY   02127,2011,2,3,0,1250,1,0,1910,277600,125600
42.33526,-71.03522,68 70 L ST 02127,2011,4,3,0,1785,1,0,1910,289600,141100
42.33528,-71.0492,259 259A W FIFTH ST 02127,2011,4,2,0,974,1,0,1880,178600,108900
42.33529,-71.05398,118 124 W EIGHTH ST 02127,2011,4,1,1,4240,1,0,1988,276900,175800
42.33532,-71.02939,83 A83 O ST 02127,2011,3,2,0,2000,1,0,1900,209200,149600
42.335331,-71.04058,589 591 E BROADWAY   02127,2011,3,2,0,1260,0,1,1930,385600,0
42.335331,-71.04058,589 591 E BROADWAY   02127,2011,3,1,0,1260,0,1,1930,383900,0
42.33534,-71.04049,593 595 E BROADWAY   02127,2011,2,2,0,1165,0,1,1930,396800,0
42.33534,-71.04049,593 595 E BROADWAY   02127,2011,2,2,0,1306,0,1,1930,421700,0
42.33534,-71.04049,593 595 E BROADWAY   02127,2011,2,2,0,1318,0,1,1930,450100,0
42.33539,-71.02667,931 R931 E BROADWAY   02127,2011,3,1,1,1938,1,0,1920,209100,137000
42.3354,-71.040195,601-611   E BROADWAY   02127,2011,2,2,0,1054,0,1,1910,371900,0
42.3354,-71.040195,601-611   E BROADWAY   02127,2011,2,2,0,1094,0,1,1910,375200,0
42.3354,-71.040195,601-611   E BROADWAY   02127,2011,2,2,0,1054,0,1,1910,366700,0
42.3354,-71.040195,601-611   E BROADWAY   02127,2011,2,2,0,1094,0,1,1910,375200,0
42.3354,-71.03829,657 -659 E BROADWAY   02127,2011,3,2,0,1418,0,1,1920,399200,0
42.3354,-71.03829,657 -659 E BROADWAY   02127,2011,2,2,0,1437,0,1,1920,401900,0
42.33542,-71.03693,711 711A E BROADWAY   02127,2011,2,2,0,1112,0,1,1899,372700,0
42.33542,-71.03693,711 711A E BROADWAY   02127,2011,2,2,0,1136,0,1,1899,377400,0
42.33544,-71.04729,446 450R W FOURTH ST 02127,2011,3,2,0,4037,1,0,1890,337410,171360
42.33545,-71.05465,111 113 D ST 02127,2011,3,3,0,840,1,0,1900,219400,98700
42.33547,-71.02936,77 79 O ST 02127,2011,5,3,0,1110,1,0,1905,263400,120000
42.33552,-71.02985,859 859HF E BROADWAY   02127,2011,5,2,0,3125,1,0,1892,274600,178600
42.33552,-71.02966,863 HF863 E BROADWAY   02127,2011,4,2,0,3125,1,0,1890,288600,178800
42.33555,-71.05255,140 142 W SEVENTH ST 02127,2011,1,1,0,533,0,1,1890,216500,0
42.33555,-71.05255,140 142 W SEVENTH ST 02127,2011,1,1,0,458,0,1,1890,199600,0
42.33555,-71.05255,140 142 W SEVENTH ST 02127,2011,1,1,0,598,0,1,1890,229700,0
42.33555,-71.05255,140 142 W SEVENTH ST 02127,2011,1,1,0,530,0,1,1890,215000,0
42.33555,-71.05255,140 142 W SEVENTH ST 02127,2011,1,1,0,672,0,1,1890,257500,0
42.33555,-71.05255,140 142 W SEVENTH ST 02127,2011,1,1,0,598,0,1,1890,241600,0
42.33556,-71.02879,879 881 E BROADWAY   02127,2011,6,2,0,2700,1,0,1905,251600,149200
42.33556,-71.02846,891 893 E BROADWAY   02127,2011,5,2,0,3351,1,0,1900,259400,159600
42.33558,-71.02673,927 -929 E BROADWAY   02127,2011,1,1,0,589,0,1,1905,195800,0
42.33558,-71.02673,927 -929 E BROADWAY   02127,2011,1,1,0,558,0,1,1905,181200,0
42.33558,-71.02673,927 -929 E BROADWAY   02127,2011,3,1,0,1609,0,1,1905,346100,0
42.33558,-71.02673,927 -929 E BROADWAY   02127,2011,3,2,0,2288,0,1,1905,470700,0
42.33562,-71.04504,492 -494 E BROADWAY   02127,2011,0,1,0,361,0,1,1899,162000,0
42.33562,-71.04504,492 -494 E BROADWAY   02127,2011,1,1,0,529,0,1,1899,201300,0
42.33562,-71.04504,492 -494 E BROADWAY   02127,2011,1,1,0,437,0,1,1899,180700,0
42.33562,-71.04504,492 -494 E BROADWAY   02127,2011,1,1,0,529,0,1,1899,201300,0
42.33562,-71.04504,492 -494 E BROADWAY   02127,2011,1,1,0,437,0,1,1899,180700,0
42.33562,-71.04504,492 -494 E BROADWAY   02127,2011,1,1,0,526,0,1,1899,200600,0
42.33566,-71.05319,127A   W SEVENTH ST 02127,2011,1,1,0,757,0,1,2003,178700,0
42.33566,-71.05319,127B   W SEVENTH ST 02127,2011,3,1,1,1656,0,1,2003,216900,0
42.33567,-71.05201,236 238 E ST 02127,2011,9,3,0,1305,1,0,1890,209400,117000
42.335703,-71.053287,125A   W SEVENTH ST 02127,2011,1,1,0,757,0,1,2003,178700,0
42.33571,-71.0547,118 120 D ST 02127,2011,3,4,0,825,1,0,1890,318400,87100
42.33573,-71.04999,239 W FIFTH ST 02127,2011,2,1,0,693,0,1,1890,253100,0
42.33573,-71.04999,239 W FIFTH ST 02127,2011,2,1,0,684,0,1,1890,251200,0
42.33573,-71.04999,239 W FIFTH ST 02127,2011,2,1,0,886,0,1,1890,321400,0
42.335739,-71.05328,125B   W SEVENTH ST 02127,2011,3,1,1,1656,0,1,2003,216900,0
42.335739,-71.039404,620 -622 E BROADWAY   02127,2011,3,2,0,1283,0,1,1920,400200,0
42.33574,-71.03947,618 A618 E BROADWAY   02127,2011,3,3,1,1300,1,0,1899,210500,118000
42.33575,-71.03965,610 612 E BROADWAY ST 02127,2011,2,2,0,957,0,1,1920,338600,0
42.33575,-71.03965,610 612 E BROADWAY ST 02127,2011,2,2,0,1089,0,1,1920,366100,0
42.33581,-71.04736,299 301 SILVER ST 02127,2011,4,2,0,2250,1,0,1885,262100,148800
42.33583,-71.04442,15 17 G ST 02127,2011,5,2,1,1875,1,0,1905,257300,138700
42.33584,-71.05347,117 117A W SEVENTH ST 02127,2011,3,2,0,1507,1,0,1890,125700,121000
42.33586,-71.05179,246 248 E ST 02127,2011,2,1,0,791,0,1,1920,275100,0
42.33586,-71.05179,246 248 E ST 02127,2011,2,1,0,791,0,1,1920,275100,0
42.33586,-71.05179,246 248 E ST 02127,2011,2,1,0,1063,0,1,1920,336600,0
42.33587,-71.05412,131 133 D ST 02127,2011,2,1,0,1027,0,1,1940,345000,0
42.33587,-71.05412,131 133 D ST 02127,2011,3,1,0,1026,0,1,1940,346700,0
42.33589,-71.03939,13 15 LINLEY TE 02127,2011,5,2,0,1848,1,0,1890,244200,133700
42.335906,-71.039133,14 16 LINLEY TE 02127,2011,5,2,0,1899,1,0,1890,230500,135600
42.335909,-71.053096,124 A W SEVENTH ST 02127,2011,3,2,1,1454,0,1,1998,367400,0
42.335909,-71.053096,124 B W SEVENTH ST 02127,2011,3,2,1,1459,0,1,1998,371000,0
42.335909,-71.053096,124 C W SEVENTH ST 02127,2011,3,2,1,1453,0,1,1998,370200,0
42.335909,-71.053096,124 D W SEVENTH ST 02127,2011,3,2,1,1455,0,1,1998,370400,0
42.335909,-71.053096,124 E W SEVENTH ST 02127,2011,3,2,1,1454,0,1,1998,370300,0
42.335909,-71.053096,124 F W SEVENTH ST 02127,2011,3,2,1,1475,0,1,1998,373100,0
42.33592,-71.03045,846 848 E BROADWAY   02127,2011,5,2,0,3750,1,0,1900,286300,183900
42.33593,-71.05313,122 A W SEVENTH ST 02127,2011,3,2,1,1474,0,1,1998,369300,0
42.33593,-71.05313,122 B W SEVENTH ST 02127,2011,3,1,1,1598,0,1,1998,381400,0
42.33593,-71.05313,122 C W SEVENTH ST 02127,2011,3,2,1,1414,0,1,1998,365000,0
42.33593,-71.05313,122 D W SEVENTH ST 02127,2011,3,2,1,1457,0,1,1998,370700,0
42.33593,-71.05313,122 E W SEVENTH ST 02127,2011,3,2,1,1429,0,1,1998,367000,0
42.33593,-71.05313,122 F W SEVENTH ST 02127,2011,3,2,1,1461,0,1,1998,379300,0
42.335943,-71.028719,882 884 E BROADWAY   02127,2011,2,2,1,1372,0,1,1905,491100,0
42.335943,-71.028719,882 884 E BROADWAY   02127,2011,2,2,0,925,0,1,1905,416600,0
42.335943,-71.028719,882 884 E BROADWAY   02127,2011,2,2,0,1038,0,1,1905,453700,0
42.335945,-71.02861,886 888 E BROADWAY   02127,2011,4,2,0,3360,1,0,1905,281600,176400
42.33595,-71.02849,890 HF890 E BROADWAY   02127,2011,5,2,0,3376,1,0,1910,297200,179300
42.335953,-71.039395,9 11 LINLEY TE 02127,2011,3,2,0,1203,0,1,1900,375900,0
42.335953,-71.039395,9 11 LINLEY TE 02127,2011,2,1,0,914,0,1,1900,331300,0
42.335959,-71.028147,898 900 E BROADWAY   02127,2011,5,2,0,3250,1,0,1890,311900,173600
42.33596,-71.07422,39 39A WORCESTER SQ 02118,2011,4,2,0,1820,0,1,1920,623400,0
42.33596,-71.07422,39 39A WORCESTER SQ 02118,2011,1,1,0,735,0,1,1920,366800,0
42.33596,-71.07422,39 39A WORCESTER SQ 02118,2011,2,1,0,764,0,1,1920,444900,0
42.33596,-71.07422,39 39A WORCESTER SQ 02118,2011,2,1,0,792,0,1,1920,453000,0
42.33596,-71.07422,39 39A WORCESTER SQ 02118,2011,1,1,0,916,0,1,1920,444900,0
42.33596,-71.028073,902 904 E BROADWAY   02127,2011,6,2,0,3250,1,0,1890,366600,173600
42.33596,-71.02748,916 918 E BROADWAY   02127,2011,6,3,0,2250,1,0,1900,458800,151400
42.33597,-71.039141,10 12 LINLEY TE 02127,2011,4,2,0,1858,1,0,1900,203500,133900
42.335988,-71.038032,660 R E BROADWAY   02127,2011,4,2,1,1850,1,0,1900,242100,136600
42.33599,-71.05398,137 139 D ST 02127,2011,1,1,0,601,0,1,2004,248500,0
42.33599,-71.05398,137 139 D ST 02127,2011,1,1,0,601,0,1,2004,248500,0
42.33599,-71.05398,137 139 D ST 02127,2011,1,1,0,615,0,1,2004,250500,0
42.33599,-71.05398,137 139 D ST 02127,2011,1,1,0,615,0,1,2004,250500,0
42.33599,-71.05398,137 139 D ST 02127,2011,1,1,0,615,0,1,2004,250100,0
42.33599,-71.05398,137 139 D ST 02127,2011,1,1,0,615,0,1,2004,250100,0
42.336,-71.038224,654 R E BROADWAY   02127,2011,3,1,0,1278,1,0,1910,146000,119000
42.33603,-71.04821,414 416 W FOURTH ST 02127,2011,2,1,0,740,0,1,1905,281600,0
42.33603,-71.04821,414 416 W FOURTH ST 02127,2011,2,1,0,707,0,1,1905,269500,0
42.33603,-71.04821,414 416 W FOURTH ST 02127,2011,2,1,0,855,0,1,1905,309000,0
42.33603,-71.0394,5 7 LINLEY TE 02127,2011,4,2,0,1794,1,0,1890,212300,133800
42.33604,-71.0543,136 136A D ST 02127,2011,2,1,0,1347,0,1,1900,210100,0
42.33604,-71.0543,136 136A D ST 02127,2011,1,1,0,585,0,1,1900,191100,0
42.33604,-71.0543,136 136A D ST 02127,2011,2,1,0,650,0,1,1900,196500,0
42.33604,-71.04083,96 98 EMERSON ST 02127,2011,5,2,0,2135,1,0,1890,266600,138900
42.33604,-71.03914,8 6 LINLEY TE 02127,2011,5,2,0,1863,1,0,1900,257900,139500
42.33607,-71.03973,62 64 I ST 02127,2011,8,3,0,1861,1,0,1895,333000,133500
42.33608,-71.05425,138 138A D ST 02127,2011,6,1,1,1161,1,0,1890,163800,100800
42.33609,-71.0394,1 3 LINLEY TE 02127,2011,5,2,0,1854,1,0,1890,225400,133400
42.3361,-71.03914,4 2 LINLEY TE 02127,2011,4,2,0,1928,1,0,1890,214700,135700
42.33612,-71.0542,140 140A D ST 02127,2011,4,2,0,1161,1,0,1890,254900,100800
42.33617,-71.03972,58 -60 I ST 02127,2011,2,1,1,1356,0,1,1900,301500,0
42.33617,-71.03972,58 -60 I ST 02127,2011,2,1,1,840,0,1,1900,291300,0
42.33617,-71.03972,58 -60 I ST 02127,2011,2,2,0,1475,0,1,1900,348200,0
42.336185,-71.035923,1 2 NEW HILL PL 02127,2011,4,2,0,1710,1,0,1860,285700,143400
42.336201,-71.052434,157 A W SIXTH ST 02127,2011,3,2,1,1394,1,0,2003,382700,117700
42.33627,-71.04084,477 479 E THIRD ST 02127,2011,5,2,0,1798,1,0,1890,242400,136800
42.33627,-71.04076,481 483 E THIRD ST 02127,2011,3,1,0,951,0,1,1890,337200,0
42.33627,-71.04076,481 483 E THIRD ST 02127,2011,2,1,0,889,0,1,1890,313500,0
42.336279,-71.026693,930 R E BROADWAY   02127,2011,5,3,0,4620,1,0,1900,307700,191000
42.33628,-71.03919,509 511 E THIRD ST 02127,2011,5,3,0,1804,1,0,1905,256300,137200
42.33629,-71.03911,513 515 E THIRD ST 02127,2011,6,4,0,2091,1,0,1905,347800,140500
42.33629,-71.039,517 519 E THIRD ST 02127,2011,8,3,0,2213,1,0,1905,413100,144400
42.33629,-71.0386,531 535 E THIRD ST 02127,2011,2,1,0,842,0,1,2009,324600,0
42.33629,-71.0386,531 535 E THIRD ST 02127,2011,2,1,1,1667,0,1,2009,500200,0
42.33629,-71.0386,531 535 E THIRD  ST 02127,2011,2,1,0,942,0,1,2009,325300,0
42.33629,-71.0386,531 535 E THIRD ST 02127,2011,2,1,0,876,0,1,2009,314600,0
